,doctor_id,name,dep_name,gender,type,phone,salary
917,112801,Faithful,Gastroenterology,male,doctor,17508534462,12000
918,184560,Theobold,Urinary Surgery,male,nurse,18801341035,6000
919,165636,United,Stomatology,male,doctor,13192391508,14000
920,112523,Fiona,Dermatology,female,doctor,13814913678,34000
921,102388,Lars,Hematology,female,nurse,18805484675,6000
922,167644,Dexter,Gynecology,female,nurse,13918680100,7000
923,140578,Humble,Respiratory Medicine,male,doctor,17579033614,26000
924,173206,Landon,Neurology,male,doctor,19019280178,26000
925,169174,Arleen,Hepatological Surgery,female,nurse,13643375455,5000
926,110944,Forbes,Dermatology,male,doctor,17518634632,39000
927,100482,Godly,Hematology,male,nurse,17576053400,5000
928,191183,Nerita,Urologic,female,doctor,19007672534,35000
929,178058,Damon,Gastroenterology,male,nurse,18357655320,10000
930,183825,Oriel,Pediatrics,female,doctor,17660388089,25000
931,120866,Laughter,Respiratory Medicine,male,doctor,17593283473,36000
932,101318,Angela,Urinary Surgery,male,nurse,17663101073,7000
933,104219,Yvette,Endocrinology,male,nurse,13109994460,8000
934,145179,Dion,Orthopedics,male,nurse,13864064647,6000
935,171616,Ridley,Urologic,male,nurse,18812758972,6000
936,124067,Lucinda,Urologic,female,nurse,18801730677,8000
937,136693,Edwin,Stomatology,male,nurse,18383713821,6000
938,190168,Edmund,Hematology,male,doctor,19095890930,25000
939,197366,Serene,Hepatological Surgery,male,nurse,17629326896,10000
940,133706,Emrick,Endocrinology,female,doctor,13192959073,34000
941,129113,Juliana,General Surgery,female,nurse,13978177971,8000
942,105541,Glenn,Infection,male,doctor,13173534471,35000
943,101844,Ross,Neurology,female,doctor,13988732124,32000
944,190330,Marvin,Burns,male,doctor,13974786494,45000
945,187963,Kim,Neurology,male,nurse,18844198807,10000
946,145854,Timothea,General Surgery,female,doctor,17563208510,36000
947,148192,Lester,Otolaryngolog,male,doctor,18890703643,15000
948,181752,Queenly,Obstetrics,male,doctor,19071287017,25000
949,151425,Edward,Obstetrics,male,doctor,18743328418,42000
950,114316,Lauren,Obstetrics,male,doctor,13845966740,34000
951,136078,Unity,Otolaryngolog,female,nurse,13620709099,7000
952,114279,Michelle,Orthopedics,male,doctor,18719825845,37000
953,185647,Lowell,Stomatology,female,doctor,13134353421,39000
954,159208,Fox,Gynecology,male,doctor,18813302560,33000
955,190019,Scarlett,General Surgery,female,doctor,18721690917,32000
956,137515,Edna,Cardiology,male,nurse,13985450374,8000
957,140291,Jemima,Stomatology,male,nurse,17618260113,8000
958,101328,Willis,Hematology,female,nurse,13177299945,10000
959,176542,Glynnis,Respiratory Medicine,male,nurse,13671231957,6000
960,164460,Grain,Urologic,male,doctor,13967145529,11000
961,153955,Norman,Otolaryngolog,female,doctor,17675751866,27000
962,160376,Gilroy,Neurology,male,doctor,13688061267,26000
963,170235,Griswald,Hematology,female,doctor,13802791362,16000
964,142173,Lorelei,Neurosurgery,male,nurse,18793869911,10000
965,157014,King,Pediatrics,female,doctor,18350371302,50000
966,130316,Melvin,Respiratory Medicine,female,nurse,19015618970,6000
967,183463,Ophelia,Dermatology,male,nurse,13616156191,8000
968,178713,Wood,Endocrinology,male,doctor,19061596641,42000
969,192430,Earthy,Cardiology,female,doctor,17538715020,35000
970,138855,Will,Hepatological Surgery,female,nurse,18317033325,8000
971,158456,Erin,Hepatological Surgery,female,nurse,18701812844,7000
972,172184,Laurence,Neurology,male,doctor,13987281302,18000
973,163916,Lillian,Infection,male,nurse,18787481341,9000
974,154773,Small,Urologic,male,doctor,13904357057,17000
975,153564,Bound,Hematology,male,doctor,13186065088,24000
976,153453,Sorrowful,Gastroenterology,male,nurse,18382684752,10000
977,120250,Strange,Pediatrics,male,doctor,13883973841,41000
978,157880,Wilona,Neurology,female,doctor,17660554383,29000
979,124455,Neville,Obstetrics,male,doctor,13138111633,19000
980,187189,Listener,Endocrinology,female,nurse,13124280772,10000
981,191481,Adelaide,Hepatological Surgery,male,doctor,19077600872,45000
982,177253,Kendra,Otolaryngolog,female,doctor,19063925425,26000
983,145657,Randolph,Stomatology,female,doctor,19004571091,16000
984,140636,Lulu,Stomatology,male,doctor,13813048728,33000
985,143433,Olive,Gastroenterology,male,doctor,19063781093,42000
986,100427,Madeline,Otolaryngolog,female,nurse,19005047964,5000
987,139650,Kayleigh,Urinary Surgery,female,nurse,18311457864,8000
988,171552,Dutiful,Neurosurgery,male,nurse,18793794729,6000
989,143974,Noel,General Surgery,male,nurse,13966530528,9000
990,155450,Cheerful,Burns,female,doctor,17676497792,37000
991,176910,Lame,Urinary Surgery,male,nurse,17537433273,9000
992,111186,Regal,Orthopedics,male,doctor,17643422045,17000
993,119680,Joan,Neurosurgery,female,nurse,18779801110,8000
994,180332,Heather,Urinary Surgery,female,nurse,19058148104,8000
995,164489,Farrah,General Surgery,male,nurse,17506615595,7000
996,147332,Linda,Obstetrics,male,nurse,18766919924,7000
997,173397,Egbert,Burns,male,nurse,18751130989,8000
998,121602,Winston,Hematology,male,doctor,13881693769,27000
999,150452,Tobia,Infection,male,nurse,17619924706,7000
